loss,params,stats,iteration,train_time
0.09228958482878195,"{'actv': 'relu', 'batch_size': 48, 'drop_enabled': True, 'epochs': 100, 'loss': 'mae', 'lr': 0.10944063418741538, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': False, 'drop_factor': 0.2, 'l1_reg': 2e-05, 'nl_o': 7, 'nnl_o': 11, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.9336410848240047, 'recall_N': 1.0, 'fscore_N': 0.9656818860041779, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8716856752713442, 'recall_W': 0.9336410848240047, 'fscore_W': 0.9016002836438315, 'err_threshold': 1.0, 'n_perc': 92}",11,81.81401909999988
0.09192269740178603,"{'actv': 'relu', 'batch_size': 24, 'drop_enabled': True, 'epochs': 100, 'loss': 'mae', 'lr': 0.14724802938420453, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': False, 'drop_factor': 0.3, 'l1_reg': 1e-05, 'nl_o': 6, 'nnl_o': 10, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.939766081871345, 'recall_N': 1.0, 'fscore_N': 0.968947844437745, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8831602886358195, 'recall_W': 0.939766081871345, 'fscore_W': 0.9105843193049451, 'err_threshold': 1.0, 'n_perc': 93}",12,100.70211829999994
0.10014030452710124,"{'actv': 'relu', 'batch_size': 16, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.060201436446864445, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': True, 'drop_factor': 0.1, 'l1_reg': 1e-05, 'nl_o': 9, 'nnl_o': 15, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.946560545764639, 'recall_N': 1.0, 'fscore_N': 0.9725467289719626, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8959768667982512, 'recall_W': 0.946560545764639, 'fscore_W': 0.9205743625573154, 'err_threshold': 1.0000000000000002, 'n_perc': 100}",13,173.9871438
0.10025370458966677,"{'actv': 'relu', 'batch_size': 16, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.09033404674117412, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': True, 'drop_factor': 0.1, 'l1_reg': 3e-05, 'nl_o': 6, 'nnl_o': 6, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.9446081319976429, 'recall_N': 1.0, 'fscore_N': 0.9715151515151516, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8922845230360763, 'recall_W': 0.9446081319976429, 'fscore_W': 0.9177011124801344, 'err_threshold': 1.0, 'n_perc': 85}",14,86.46483339999986
0.09174230328093025,"{'actv': 'relu', 'batch_size': 64, 'drop_enabled': True, 'epochs': 100, 'loss': 'mae', 'lr': 0.010112097637568014, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': False, 'drop_factor': 0.5, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 4, 'nnl_u': 9}","{'precision_N': 0.9473382942186606, 'recall_N': 1.0, 'fscore_N': 0.9729570840681951, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8974498436931214, 'recall_W': 0.9473382942186606, 'fscore_W': 0.921719504369126, 'err_threshold': 1.0, 'n_perc': 93}",15,38.87079569999992
0.06252956545601289,"{'actv': 'relu', 'batch_size': 32, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.014356869953935062, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 3, 'nnl_u': 5}","{'precision_N': 0.9472463768115942, 'recall_N': 1.0, 'fscore_N': 0.9729086037511164, 'precision_A': 1.0, 'recall_A': 0.052083333333333336, 'precision_W': 0.9501737454971936, 'recall_W': 0.9473988439306359, 'fscore_W': 0.9244148029042623, 'err_threshold': 1.0, 'n_perc': 92}",16,67.05874560000007
0.0625551444853281,"{'actv': 'relu', 'batch_size': 32, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.07712169580286617, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': False, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 8, 'nnl_u': 5}","{'precision_N': 0.9502633118782914, 'recall_N': 1.0, 'fscore_N': 0.9744974497449745, 'precision_A': 1.0, 'recall_A': 0.06593406593406594, 'precision_W': 0.9529024014520963, 'recall_W': 0.9504373177842566, 'fscore_W': 0.9293536969939368, 'err_threshold': 1.0000000000000002, 'n_perc': 100}",17,97.64420300000006
0.09203637665417527,"{'actv': 'relu', 'batch_size': 8, 'drop_enabled': True, 'epochs': 100, 'loss': 'mae', 'lr': 0.02427571868705232, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': False, 'drop_factor': 0.3, 'l1_reg': 2e-05, 'nl_o': 5, 'nnl_o': 13, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.9342560553633218, 'recall_N': 1.0, 'fscore_N': 0.9660107334525938, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8728343769830341, 'recall_W': 0.9342560553633218, 'fscore_W': 0.9025013772740496, 'err_threshold': 1.0, 'n_perc': 93}",18,253.98041839999996
0.10140345804393291,"{'actv': 'relu', 'batch_size': 48, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.027272119804476153, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': False, 'drop_factor': 0.1, 'l1_reg': 3e-05, 'nl_o': 9, 'nnl_o': 9, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.9350797266514806, 'recall_N': 1.0, 'fscore_N': 0.9664508534432018, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8743740951946078, 'recall_W': 0.9350797266514806, 'fscore_W': 0.9037085998597593, 'err_threshold': 1.0, 'n_perc': 85}",19,88.3705316999999
0.09383577839894729,"{'actv': 'relu', 'batch_size': 56, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.01105683052120054, 'optimizer': 'adam', 'overcomplete': True, 'shuffle': False, 'drop_factor': 0.1, 'l1_reg': 3e-05, 'nl_o': 8, 'nnl_o': 11, 'nl_u': 4, 'nnl_u': 2}","{'precision_N': 0.9427083333333334, 'recall_N': 1.0, 'fscore_N': 0.9705093833780161, 'precision_A': 0.0, 'recall_A': 0.0, 'precision_W': 0.8886990017361112, 'recall_W': 0.9427083333333334, 'fscore_W': 0.9149072832886506, 'err_threshold': 1.0, 'n_perc': 92}",20,90.33494269999983
0.04299560055992622,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.014921977354487252, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 2}","{'precision_N': 0.9354107648725213, 'recall_N': 1.0, 'fscore_N': 0.9666276346604216, 'precision_A': 1.0, 'recall_A': 0.03389830508474576, 'precision_W': 0.9397191479957788, 'recall_W': 0.9355568117580554, 'fscore_W': 0.9065234198656804, 'err_threshold': 1.0, 'n_perc': 86}",21,56.13275040000008
0.04635850588480631,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.01691558013572247, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 2}","{'precision_N': 0.9338654503990877, 'recall_N': 1.0, 'fscore_N': 0.9658018867924528, 'precision_A': 1.0, 'recall_A': 0.01694915254237288, 'precision_W': 0.9383095716137276, 'recall_W': 0.9339407744874715, 'fscore_W': 0.903141699259323, 'err_threshold': 1.0, 'n_perc': 85}",22,56.04613130000007
0.018703499652874406,"{'actv': 'relu', 'batch_size': 40, 'drop_enabled': False, 'epochs': 100, 'loss': 'mae', 'lr': 0.03724180212997377, 'optimizer': 'adam', 'overcomplete': False, 'shuffle': True, 'drop_factor': 0.1, 'nl_o': 3, 'nnl_o': 10, 'nl_u': 2, 'nnl_u': 2}","{'precision_N': 0.9453614114968697, 'recall_N': 1.0, 'fscore_N': 0.9719133996489175, 'precision_A': 1.0, 'recall_A': 0.010309278350515464, 'precision_W': 0.9483761686554611, 'recall_W': 0.9453924914675768, 'fscore_W': 0.9194128263103452, 'err_threshold': 1.0, 'n_perc': 94}",23,56.23221590000003
