loss,params,iteration,estimators,train_time 
0.2377389648062217,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.728193565889795, 'learning_rate': 0.14119826172905275, 'min_child_samples': 275, 'num_leaves': 88, 'reg_alpha': 0.6372414347199061, 'reg_lambda': 0.683499380491238, 'subsample_for_bin': 160000, 'subsample': 0.5280711338848565}",443,16,1.261308299999655
0.24568799486327308,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6051373230150633, 'learning_rate': 0.15145795376739707, 'min_child_samples': 165, 'num_leaves': 114, 'reg_alpha': 0.39068857223513287, 'reg_lambda': 0.542306453856668, 'subsample_for_bin': 100000, 'subsample': 0.6870692792649434}",444,20,2.0423550999994404
0.2393839359093295,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7468955266751311, 'learning_rate': 0.04063430853474462, 'min_child_samples': 230, 'num_leaves': 78, 'reg_alpha': 0.508836063394575, 'reg_lambda': 0.7723756009467508, 'subsample_for_bin': 40000, 'subsample': 0.9346463896343478}",445,54,1.841306500000428
0.23743031391021563,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.713839569410472, 'learning_rate': 0.05284442698950742, 'min_child_samples': 220, 'num_leaves': 34, 'reg_alpha': 0.2714068356561527, 'reg_lambda': 0.3344658819361367, 'subsample_for_bin': 80000, 'subsample': 0.6286488113520573}",446,68,2.006282299999839
0.24189996687501902,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8408079251915564, 'learning_rate': 0.18732111354858938, 'min_child_samples': 250, 'num_leaves': 72, 'reg_alpha': 0.9985433410998249, 'reg_lambda': 0.5879988993473539, 'subsample_for_bin': 40000, 'subsample': 0.5765634200017393}",447,17,1.3656467999999222
0.24948099734562823,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7948908453551762, 'learning_rate': 0.07684665798647608, 'min_child_samples': 320, 'num_leaves': 48, 'reg_alpha': 0.04290043423273171, 'reg_lambda': 0.3906727341944102, 'subsample_for_bin': 300000, 'subsample': 1.0}",448,12,0.810029499999473
0.24728983747117128,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6145738896044561, 'learning_rate': 0.031972150075254085, 'min_child_samples': 95, 'num_leaves': 53, 'reg_alpha': 0.3259308052330455, 'reg_lambda': 0.8881409460973491, 'subsample_for_bin': 120000, 'subsample': 0.6428899751393856}",449,22,2.1058470999996644
0.23796765472892734,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8054984119459949, 'learning_rate': 0.11762834010348298, 'min_child_samples': 300, 'num_leaves': 129, 'reg_alpha': 0.5545077382666128, 'reg_lambda': 0.8079025308290637, 'subsample_for_bin': 20000, 'subsample': 0.7295837642241483}",450,18,1.2983498000003237
0.2432075924553091,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.86071720928158, 'learning_rate': 0.08852797752342878, 'min_child_samples': 180, 'num_leaves': 41, 'reg_alpha': 0.4750955132962296, 'reg_lambda': 0.7268680974784727, 'subsample_for_bin': 60000, 'subsample': 0.6037904800040811}",451,25,1.702627599999687
0.2434879325100382,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6651882299224859, 'learning_rate': 0.15654141256228063, 'min_child_samples': 330, 'num_leaves': 57, 'reg_alpha': 0.1158998957894635, 'reg_lambda': 0.4273999529123129, 'subsample_for_bin': 80000, 'subsample': 0.7020614200098853}",452,15,1.1483900000002905
0.23765953367562476,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7565387379707842, 'learning_rate': 0.10838668205701893, 'min_child_samples': 210, 'num_leaves': 38, 'reg_alpha': 0.668814876939481, 'reg_lambda': 0.9936993121593901, 'subsample_for_bin': 60000, 'subsample': 0.7938594604838008}",453,35,1.9903176999996504
0.2523873164739814,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.9842512264543217, 'learning_rate': 0.171608720045169, 'min_child_samples': 195, 'num_leaves': 63, 'reg_alpha': 0.4260147566561838, 'reg_lambda': 0.6640632764755053, 'subsample_for_bin': 100000, 'subsample': 1.0}",454,5,1.0189189000002443
0.23990034107292413,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6549753401918802, 'learning_rate': 0.02971599588045168, 'min_child_samples': 440, 'num_leaves': 82, 'reg_alpha': 0.25691383999386813, 'reg_lambda': 0.9234007575123182, 'subsample_for_bin': 40000, 'subsample': 0.6712176125987747}",455,54,1.35204049999993
0.2385826390898772,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7378667917266204, 'learning_rate': 0.13504671329746543, 'min_child_samples': 280, 'num_leaves': 32, 'reg_alpha': 0.19291519278794633, 'reg_lambda': 0.00017861338469010724, 'subsample_for_bin': 20000, 'subsample': 0.819332809942553}",456,19,1.320491999999831
0.24268366646889616,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7211753514690536, 'learning_rate': 0.09618612470290028, 'min_child_samples': 495, 'num_leaves': 75, 'reg_alpha': 0.4948862141363904, 'reg_lambda': 0.22211965949940782, 'subsample_for_bin': 280000, 'subsample': 0.8496633634290532}",457,17,1.0013733999994656
0.239087309919631,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6972176624574287, 'learning_rate': 0.064526503899447, 'min_child_samples': 245, 'num_leaves': 43, 'reg_alpha': 0.3652714969271943, 'reg_lambda': 0.06486541770731963, 'subsample_for_bin': 60000, 'subsample': 0.7147821456804563}",458,33,1.5095259999998234
0.23856420897399921,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7451966161218073, 'learning_rate': 0.08361912718575402, 'min_child_samples': 210, 'num_leaves': 55, 'reg_alpha': 0.4140432355094447, 'reg_lambda': 0.4707977738770501, 'subsample_for_bin': 40000, 'subsample': 0.9447152939744178}",459,38,1.711207800000011
0.23796427270650722,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7640328112757577, 'learning_rate': 0.03727939969406855, 'min_child_samples': 265, 'num_leaves': 66, 'reg_alpha': 0.45631068263799485, 'reg_lambda': 0.5592063509185623, 'subsample_for_bin': 20000, 'subsample': 0.977497891586395}",460,89,2.0928822999994736
0.23844612161308565,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7091993093370738, 'learning_rate': 0.07080655249810444, 'min_child_samples': 255, 'num_leaves': 64, 'reg_alpha': 0.3901354696953573, 'reg_lambda': 0.27135765536887524, 'subsample_for_bin': 40000, 'subsample': 0.883294799794677}",461,45,1.619681700000001
0.237303143811869,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.739916283326701, 'learning_rate': 0.10339193343008132, 'min_child_samples': 220, 'num_leaves': 51, 'reg_alpha': 0.5742666460033229, 'reg_lambda': 0.5064076728993495, 'subsample_for_bin': 40000, 'subsample': 0.7832695924014309}",462,28,1.6089225999994596
0.23733088037654393,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7318558026943, 'learning_rate': 0.05951441186296565, 'min_child_samples': 235, 'num_leaves': 61, 'reg_alpha': 0.5215564859666979, 'reg_lambda': 0.6352753017854256, 'subsample_for_bin': 20000, 'subsample': 0.6519954962849064}",463,69,2.4852413999997225
0.2463102956791411,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.775119226199672, 'learning_rate': 0.1218662875504401, 'min_child_samples': 190, 'num_leaves': 58, 'reg_alpha': 0.339791222010707, 'reg_lambda': 0.5253509100707137, 'subsample_for_bin': 60000, 'subsample': 0.9157189654816689}",464,17,1.5629674000001614
0.23814737120645246,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7817424673617304, 'learning_rate': 0.047604302171178836, 'min_child_samples': 285, 'num_leaves': 69, 'reg_alpha': 0.29441700075002564, 'reg_lambda': 0.45082461246832084, 'subsample_for_bin': 40000, 'subsample': 0.8997007454990642}",465,46,1.58759579999969
0.23938251009981115,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6856685241944349, 'learning_rate': 0.08387273618296893, 'min_child_samples': 205, 'num_leaves': 72, 'reg_alpha': 0.5882210070362288, 'reg_lambda': 0.5615856956675029, 'subsample_for_bin': 20000, 'subsample': 0.8426869216828494}",466,46,1.7938952000004065
0.23606621158318009,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7518982035438163, 'learning_rate': 0.14671888383964793, 'min_child_samples': 265, 'num_leaves': 46, 'reg_alpha': 0.425753086204927, 'reg_lambda': 0.603565216718932, 'subsample_for_bin': 60000, 'subsample': 0.6346983638733497}",467,18,1.3155311999998958
0.23866128793155128,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7886158084596618, 'learning_rate': 0.07932706304156918, 'min_child_samples': 225, 'num_leaves': 78, 'reg_alpha': 0.544709624069644, 'reg_lambda': 0.542902374903651, 'subsample_for_bin': 80000, 'subsample': 0.6202412942271514}",468,31,1.6039037000000462
0.2425928500278265,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7204254488005084, 'learning_rate': 0.11027930845407423, 'min_child_samples': 150, 'num_leaves': 86, 'reg_alpha': 0.31182020202556604, 'reg_lambda': 0.37764236627437736, 'subsample_for_bin': 20000, 'subsample': 0.9941168648563373}",469,24,1.8569813000003705
0.241358773062595,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7700203117337365, 'learning_rate': 0.06597274829810579, 'min_child_samples': 180, 'num_leaves': 74, 'reg_alpha': 0.49433251682985746, 'reg_lambda': 0.4979545483469058, 'subsample_for_bin': 40000, 'subsample': 0.7458477351352357}",470,27,1.7224733000002743
0.23709762749893726,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7043891318457391, 'learning_rate': 0.13052967006221805, 'min_child_samples': 295, 'num_leaves': 53, 'reg_alpha': 0.4439656525420885, 'reg_lambda': 0.48230780207944307, 'subsample_for_bin': 60000, 'subsample': 0.8614143828126963}",471,16,1.3043377000003602
0.2360592691018948,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6706309078665578, 'learning_rate': 0.0945551336091755, 'min_child_samples': 240, 'num_leaves': 49, 'reg_alpha': 0.4721501996111694, 'reg_lambda': 0.7045221015627547, 'subsample_for_bin': 80000, 'subsample': 0.500562339299252}",472,33,1.9543344000003344
0.2420947419587539,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6793798506817181, 'learning_rate': 0.05546390042386982, 'min_child_samples': 170, 'num_leaves': 63, 'reg_alpha': 0.350962133102454, 'reg_lambda': 0.4297925610669531, 'subsample_for_bin': 40000, 'subsample': 0.6944702527249272}",473,17,2.090399300000172
0.23662488740141696,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6958736919191065, 'learning_rate': 0.0732262160242674, 'min_child_samples': 275, 'num_leaves': 60, 'reg_alpha': 0.37522073273791556, 'reg_lambda': 0.4019267446499889, 'subsample_for_bin': 20000, 'subsample': 0.6806130279300109}",474,41,1.9762596999999005
0.2453925343873521,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7145945797615032, 'learning_rate': 0.18420525242017022, 'min_child_samples': 205, 'num_leaves': 68, 'reg_alpha': 0.6110784609488084, 'reg_lambda': 0.582140691460999, 'subsample_for_bin': 60000, 'subsample': 0.6603903679924058}",475,10,1.764125700000477
0.24457327393787276,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.811350340542679, 'learning_rate': 0.13972235859724472, 'min_child_samples': 215, 'num_leaves': 101, 'reg_alpha': 0.27344635153892305, 'reg_lambda': 0.2499656799033631, 'subsample_for_bin': 40000, 'subsample': 0.7724293576560161}",476,46,2.188063200000215
0.23843810220548,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7292280141695885, 'learning_rate': 0.04303543281227152, 'min_child_samples': 255, 'num_leaves': 90, 'reg_alpha': 0.22287309383667836, 'reg_lambda': 0.6188782806400314, 'subsample_for_bin': 80000, 'subsample': 0.5952690655403136}",477,66,1.928177599999799
0.23980040054426344,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7418231740057104, 'learning_rate': 0.19909620383386709, 'min_child_samples': 305, 'num_leaves': 44, 'reg_alpha': 0.6982196471742557, 'reg_lambda': 0.5309465606403739, 'subsample_for_bin': 20000, 'subsample': 0.733015115822065}",478,21,1.2694359999995868
0.24289892235600918,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7993080628951235, 'learning_rate': 0.11451198729480946, 'min_child_samples': 195, 'num_leaves': 80, 'reg_alpha': 0.4039164488738873, 'reg_lambda': 0.8357603607293453, 'subsample_for_bin': 40000, 'subsample': 0.7103208194960924}",479,17,1.6649286000001666
0.24166571907055834,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8303135869202111, 'learning_rate': 0.1616168320114899, 'min_child_samples': 230, 'num_leaves': 40, 'reg_alpha': 0.2458213033688989, 'reg_lambda': 0.6550792267496851, 'subsample_for_bin': 60000, 'subsample': 0.9561487268607697}",480,11,1.7847585999998046
0.24397632763723465,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7529184884590527, 'learning_rate': 0.08849865580237214, 'min_child_samples': 120, 'num_leaves': 57, 'reg_alpha': 0.13069234642069802, 'reg_lambda': 0.7539979180918364, 'subsample_for_bin': 100000, 'subsample': 0.724452354866092}",481,20,1.9991286000004038
0.24028467172908485,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6896889657175974, 'learning_rate': 0.10027626032150617, 'min_child_samples': 245, 'num_leaves': 83, 'reg_alpha': 0.16865408585963645, 'reg_lambda': 0.6855893299851264, 'subsample_for_bin': 80000, 'subsample': 0.9081780068729103}",482,28,1.6882255000000441
0.24323625862760534,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7578641860406742, 'learning_rate': 0.049684346258411886, 'min_child_samples': 315, 'num_leaves': 108, 'reg_alpha': 0.3339838184490368, 'reg_lambda': 0.2981016211937383, 'subsample_for_bin': 20000, 'subsample': 1.0}",483,17,1.0638072000001557
0.24279414484004413,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6319534826215224, 'learning_rate': 0.12125801897808784, 'min_child_samples': 285, 'num_leaves': 48, 'reg_alpha': 0.7228705491161261, 'reg_lambda': 0.4584846976295851, 'subsample_for_bin': 40000, 'subsample': 0.6134085885370439}",484,16,1.3041285999997854
0.23868683504039867,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7664695232325026, 'learning_rate': 0.06089507345544018, 'min_child_samples': 155, 'num_leaves': 36, 'reg_alpha': 0.505420665353776, 'reg_lambda': 0.34221469378099323, 'subsample_for_bin': 60000, 'subsample': 0.8110154762984672}",485,40,1.9732026000001497
0.2419474088224809,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8250426684485608, 'learning_rate': 0.17572652164758856, 'min_child_samples': 270, 'num_leaves': 54, 'reg_alpha': 0.29407731334695963, 'reg_lambda': 0.7908390993175611, 'subsample_for_bin': 40000, 'subsample': 0.6702712214553632}",486,15,1.3321729999997842
0.24514311359793928,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7057531533879414, 'learning_rate': 0.15296175224084949, 'min_child_samples': 325, 'num_leaves': 70, 'reg_alpha': 0.5598573090576145, 'reg_lambda': 0.9044257400644689, 'subsample_for_bin': 20000, 'subsample': 0.9339555337581198}",487,6,1.0799395000003642
0.23943360557903615,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6441124160524943, 'learning_rate': 0.12848713252897517, 'min_child_samples': 295, 'num_leaves': 66, 'reg_alpha': 0.4613403735857948, 'reg_lambda': 0.950225631592546, 'subsample_for_bin': 60000, 'subsample': 0.7639275449509793}",488,18,1.2195252999999866
0.24750173880918946,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.7247714896193836, 'learning_rate': 0.06966761188441434, 'min_child_samples': 135, 'num_leaves': 51, 'reg_alpha': 0.6497780029343181, 'reg_lambda': 0.5732864513134875, 'subsample_for_bin': 60000, 'subsample': 1.0}",489,14,1.089523900000131
0.23722673769063263,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6528787352076896, 'learning_rate': 0.07840155976776592, 'min_child_samples': 215, 'num_leaves': 143, 'reg_alpha': 0.4340617732039712, 'reg_lambda': 0.3700155899544779, 'subsample_for_bin': 80000, 'subsample': 0.6470459175986477}",490,50,2.2284845999993195
0.23609912771070607,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7791222276652858, 'learning_rate': 0.16855694439118052, 'min_child_samples': 260, 'num_leaves': 77, 'reg_alpha': 0.5323881935292455, 'reg_lambda': 0.9778337160032733, 'subsample_for_bin': 20000, 'subsample': 0.7014685479785479}",491,18,1.3556939999998576
0.2402549886232399,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7921584610088739, 'learning_rate': 0.09284444897937001, 'min_child_samples': 185, 'num_leaves': 92, 'reg_alpha': 0.08065456996219246, 'reg_lambda': 0.49309701257252475, 'subsample_for_bin': 80000, 'subsample': 0.684560899297466}",492,20,1.657972900000459
0.24319666003419482,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6724540440362347, 'learning_rate': 0.1383320238000259, 'min_child_samples': 345, 'num_leaves': 42, 'reg_alpha': 0.20991609434991476, 'reg_lambda': 0.8683935728543779, 'subsample_for_bin': 100000, 'subsample': 0.5878079376880802}",493,19,1.1554611999999906
0.24013074275200397,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7400154820723388, 'learning_rate': 0.10824496672702016, 'min_child_samples': 240, 'num_leaves': 61, 'reg_alpha': 0.3788434128129206, 'reg_lambda': 0.4171555478318645, 'subsample_for_bin': 20000, 'subsample': 0.5412959818070024}",494,17,1.3671978000002127
0.24069992249158167,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.716270916466326, 'learning_rate': 0.08246098111094056, 'min_child_samples': 170, 'num_leaves': 56, 'reg_alpha': 0.31852142958616536, 'reg_lambda': 0.7316275253019512, 'subsample_for_bin': 40000, 'subsample': 0.6571971556573636}",495,19,1.7673862000001463
0.2429408566025858,"{'boosting_type': 'goss', 'class_weight': None, 'colsample_bytree': 0.6654926432350385, 'learning_rate': 0.14744069461130593, 'min_child_samples': 250, 'num_leaves': 30, 'reg_alpha': 0.4038675102090551, 'reg_lambda': 0.17912697698767588, 'subsample_for_bin': 60000, 'subsample': 1.0}",496,5,0.7639641000005213
0.2546072165305092,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6802949750711883, 'learning_rate': 0.05327198798897934, 'min_child_samples': 70, 'num_leaves': 104, 'reg_alpha': 0.4832311785069499, 'reg_lambda': 0.5469576052811811, 'subsample_for_bin': 40000, 'subsample': 0.5563565238861152}",497,33,2.8038620999996056
0.24531960700585498,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.8056813680988293, 'learning_rate': 0.19901365877244645, 'min_child_samples': 200, 'num_leaves': 38, 'reg_alpha': 0.35494686190180946, 'reg_lambda': 0.8205551199853897, 'subsample_for_bin': 80000, 'subsample': 0.9653678145499504}",498,22,1.649214299999585
0.2450827549824558,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6982521737281872, 'learning_rate': 0.11651947263513182, 'min_child_samples': 160, 'num_leaves': 72, 'reg_alpha': 0.617906444493416, 'reg_lambda': 0.7674006245900477, 'subsample_for_bin': 100000, 'subsample': 0.8029561868644199}",499,22,2.1478709999992134
0.24030664982869543,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.7328677601008892, 'learning_rate': 0.10265887172350155, 'min_child_samples': 310, 'num_leaves': 34, 'reg_alpha': 0.2621888029970701, 'reg_lambda': 0.5118629165861223, 'subsample_for_bin': 60000, 'subsample': 0.6278536120159169}",500,17,1.2113455000007889
0.2434419448266103,"{'boosting_type': 'gbdt', 'class_weight': None, 'colsample_bytree': 0.6211513421622642, 'learning_rate': 0.18492156854781183, 'min_child_samples': 225, 'num_leaves': 46, 'reg_alpha': 0.15567896238662848, 'reg_lambda': 0.44046077887710855, 'subsample_for_bin': 20000, 'subsample': 0.886713113787935}",501,18,1.3750524000006408
0.23169991368890386,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.749912801045329, 'learning_rate': 0.07457482936756933, 'min_child_samples': 265, 'num_leaves': 59, 'reg_alpha': 0.2324444165241225, 'reg_lambda': 0.32788071562677207, 'subsample_for_bin': 60000, 'subsample': 0.6410862443487607}",502,33,1.487876199999846
0.24781797949166717,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.8520471181796472, 'learning_rate': 0.04007648514437627, 'min_child_samples': 335, 'num_leaves': 112, 'reg_alpha': 0.18539976719728196, 'reg_lambda': 0.09893049758857711, 'subsample_for_bin': 100000, 'subsample': 1.0}",503,23,0.925246299999344
0.24136069885860112,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7735734780328101, 'learning_rate': 0.02775758899235206, 'min_child_samples': 360, 'num_leaves': 40, 'reg_alpha': 0.13940881496170002, 'reg_lambda': 0.3116861344214385, 'subsample_for_bin': 120000, 'subsample': 0.6022774895138672}",504,68,1.6380186000005779
0.24197305979731865,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.9525700534076332, 'learning_rate': 0.06315702760926745, 'min_child_samples': 300, 'num_leaves': 59, 'reg_alpha': 0.10916584979827114, 'reg_lambda': 0.15988468702933287, 'subsample_for_bin': 80000, 'subsample': 0.6137492541763067}",505,38,1.565674599999511
0.23997129219720548,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8752035808155745, 'learning_rate': 0.04522886878191067, 'min_child_samples': 285, 'num_leaves': 49, 'reg_alpha': 0.2349294066571935, 'reg_lambda': 0.20126788473881255, 'subsample_for_bin': 140000, 'subsample': 0.6389493455215813}",506,65,1.864081000000624
0.23788262156301687,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7841473298439344, 'learning_rate': 0.058069566464666225, 'min_child_samples': 265, 'num_leaves': 52, 'reg_alpha': 0.1477290941018049, 'reg_lambda': 0.14943228942700845, 'subsample_for_bin': 100000, 'subsample': 0.5765453314764011}",507,54,1.7473847999999634
0.23739939576625957,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8177351022361214, 'learning_rate': 0.034885159531063845, 'min_child_samples': 275, 'num_leaves': 45, 'reg_alpha': 0.0012310408494838887, 'reg_lambda': 0.27064662245036225, 'subsample_for_bin': 120000, 'subsample': 0.6692311933399165}",508,69,2.437393300000622
0.24184521141620952,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.8388504543401494, 'learning_rate': 0.07514802781270676, 'min_child_samples': 375, 'num_leaves': 33, 'reg_alpha': 0.19799712747989107, 'reg_lambda': 0.25126385551642494, 'subsample_for_bin': 220000, 'subsample': 0.6241181999216675}",509,18,1.2340772999996261
0.2384831797649204,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7492731515141658, 'learning_rate': 0.12701441402206023, 'min_child_samples': 290, 'num_leaves': 96, 'reg_alpha': 0.06517909088747798, 'reg_lambda': 0.29206422848471847, 'subsample_for_bin': 180000, 'subsample': 0.6527695477433239}",510,18,1.3056919000000562
0.24745770285322266,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.7574204156690238, 'learning_rate': 0.15872305131572795, 'min_child_samples': 325, 'num_leaves': 54, 'reg_alpha': 0.1756036107753508, 'reg_lambda': 0.11972280451923722, 'subsample_for_bin': 80000, 'subsample': 1.0}",511,6,0.7369787999996333
0.2426181859004427,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.7971869920942786, 'learning_rate': 0.06783311237884931, 'min_child_samples': 340, 'num_leaves': 36, 'reg_alpha': 0.2186604625702591, 'reg_lambda': 0.32557589048059643, 'subsample_for_bin': 60000, 'subsample': 0.5621750377353159}",512,30,1.4891487000004417
0.24289346946160462,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6597622996611914, 'learning_rate': 0.09258393463071754, 'min_child_samples': 315, 'num_leaves': 119, 'reg_alpha': 0.02600316444959372, 'reg_lambda': 0.3585766169544845, 'subsample_for_bin': 80000, 'subsample': 0.6786377544469018}",513,22,1.5430689999993774
0.23276661124156883,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.635087822487043, 'learning_rate': 0.09839051912445311, 'min_child_samples': 255, 'num_leaves': 43, 'reg_alpha': 0.090897127926446, 'reg_lambda': 0.35156412771840617, 'subsample_for_bin': 60000, 'subsample': 0.6911091841121317}",514,33,1.863857100000132
0.24062094298881287,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6090586402780043, 'learning_rate': 0.08679474730701987, 'min_child_samples': 305, 'num_leaves': 38, 'reg_alpha': 0.034901467533918665, 'reg_lambda': 0.2719492098840813, 'subsample_for_bin': 100000, 'subsample': 0.7180174747129839}",515,24,1.3596328000003268
0.2334491858700538,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6444987233273543, 'learning_rate': 0.07296229988695113, 'min_child_samples': 280, 'num_leaves': 31, 'reg_alpha': 0.0937490906415756, 'reg_lambda': 0.3323195010626016, 'subsample_for_bin': 120000, 'subsample': 0.6929380179584782}",516,56,1.6490373999995427
0.23234438575868022,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6343850601921525, 'learning_rate': 0.0992101140994941, 'min_child_samples': 235, 'num_leaves': 42, 'reg_alpha': 0.052867097004082424, 'reg_lambda': 0.23845023215376818, 'subsample_for_bin': 120000, 'subsample': 0.7501350496017704}",517,31,1.5627426000000924
0.24701434225326802,"{'boosting_type': 'goss', 'class_weight': 'balanced', 'colsample_bytree': 0.6160748232946502, 'learning_rate': 0.06683329315964309, 'min_child_samples': 350, 'num_leaves': 42, 'reg_alpha': 0.07073817569436117, 'reg_lambda': 0.2365856070167338, 'subsample_for_bin': 160000, 'subsample': 1.0}",518,14,0.9459901000000173
0.23771195586415883,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.6302088279425095, 'learning_rate': 0.07739305023341127, 'min_child_samples': 390, 'num_leaves': 30, 'reg_alpha': 0.0499725664879729, 'reg_lambda': 0.191038719176118, 'subsample_for_bin': 140000, 'subsample': 0.7483971483399169}",519,28,1.3161172000000079
0.23384485179598724,"{'boosting_type': 'gbdt', 'class_weight': 'balanced', 'colsample_bytree': 0.606833463664821, 'learning_rate': 0.09676622463296808, 'min_child_samples': 230, 'num_leaves': 43, 'reg_alpha': 0.006330970154091051, 'reg_lambda': 0.06669284454182062, 'subsample_for_bin': 140000, 'subsample': 0.7416840405047219}",520,34,1.5357936999998856
